Эльфийский гарем для травницы,Ирина Романова,43,5 445,"Роман / Любовное фэнтези, Попаданцы в магические миры, Эротическое фэнтези","Я — состоявшаяся мать, королева и жена трех драконов. Вот чего ещё может нехватать?Приключений? А что если попробовать найти дорогу к своим истокам?Эльфийская кровь в этом поможет! Открыла дверь? Молодец! Получи императорский трон и гарем в подарок!#из королевы в императрицы#сложный выбор#мужья драконы и их ревность#приключения беременной травницы#красавчики эльфы и их эгоизм"
Система Гача в мире Наруто. Часть 1.,Drygion,186,39K,"Роман / Фанфик, Фэнтези, Попаданцы","Частица Первородного ХАОСА случайно влетает в нашего героя, когда тот пересматривал аниме Наруто, параллельно пытаясь выбить что-то стоящее в Гача рулетке на своём смартфоне.Что произошло в итоге? О, всё просто - он стал попаданцем в Абураме Шино, с самой настоящей Гача Системой!!!"
Nightcrawler ака Ночной Змей.,Do'Urden,205,19K,"Роман / Фанфик, Попаданцы, Приключения","История про попаданца в Курта Вагнера, единственное его знание о квм, это первый фильм о Железном Человеке и фильм о Фантастической Четвёрке. А дальше история развивается своим чередом."
Огонь старого мира,Энджи,34,6 278,Роман / Фэнтези,"Конфликты не должны решаться с помощью насилия – в это верил Эвиолл, пока ему не исполнилось двадцать. Но одно дело быть гуманистом в идеальной стране прошлого, а другое – в новом мире, который словно сходил с ума. Теперь ему придётся отстоять право на человечность, попутно решая проблему своего одиночества. Но как, если только он способен уничтожить армию врагов, война с которыми поглотила его единственного близкого человека – его брата?"
ЦЕЛИТЕЛЬНИЦА-3,Бульба Наталья Владимировна,282,59K,"Роман / Городское фэнтези, Боевое фэнтези",Пока без аннотации
Постфактум,Дмитрий Королевский,137,23K,"Роман / Попаданцы в магические миры, Постапокалипсис, Боевое фэнтези","Старые Боги позабыты, новых еще не придумали…Это разрушенный, суровый, умирающий от радиации мир, кишащий нечистотами и мутантами. Уже никто не помнит, каким он был раньше. Череда потрясших цивилизацию войн уничтожила и навсегда изменила планету. Илье посчастливилось. Он вырос в замкнутом, ограниченном стенами Интерната месте. Впрочем, так ли здесь хорошо? Ведь бегство в ужасную реальность кажется единственным путём к спасению. Судьба решает дать ему шанс и на шахматной доске появляются сразу несколько пешек. Теперь у них общая игра, общая задача. Маг Годогост - пришелец из другого мира, Ясмина жительница Руин, это начало списка знакомств, который откроется по мере путешествия.А ждет парня многое: другие миры, другие эпохи, умирающее от радиации Ханство и древняя Русь, сказочные народы и герои былин."
Экипаж,Александр Рудазов,112,5 441,Роман / Космическая фантастика,"До той роковой встречи в темной подворотне Михаил Ежов на судьбу не жаловался: трудился себе частным детективом, регулярно посещал тренажерный зал, не имел семьи, зато имел множество друзей (и подружек) – чем не жизнь? Но одной прекрасной (точнее, ужасной) ночью он, на свою беду, обменялся рукопожатием непонятно с кем.И что же теперь делать бедолаге, оказавшемуся на борту самого настоящего звездолета, в самом настоящем будущем? Да еще капитан этого звездолета куда-то запропастился… Дудки! Да где же ему быть, как не у нас, в России. Догоняете? Сам ли туда попал или помог кто – в любом случае надо его как-то возвращать, только вот как? Ведь все вокруг уверенно говорят, что путешествия во времени невозможны! Так, может, это и не будущее вовсе?.."
Тени Тегваара,Гришанин Дмитрий Анатольевич,444,12K,"Роман / Городское фэнтези, Попаданцы в магические миры, Детектив","Обычного клерка Артема Сироткина угораздило вляпаться в паутину. Да не в простую, а в магическую. Он оказался в Тегвааре – волшебном городе, где рядом с людьми живут эльфы, гномы, тролли, огры, кентавры, оборотни, вампиры, драконы и прочие мифические существа.Здесь у Артема появился верный друг – тролль Вопул, любимая девушка – красотка Ольга. А еще – большие проблемы с памятью. Из-за уникальных способностей, за ним охотятся могущественные маги Тегваара. Поневоле Артем становится разменной монетой в большой игре Пауков, Драконов и Регуляторов."
Доминик Каррера. Курорт,Колесников Дмитрий Васильевич,3 879,671K,Роман / Попаданцы в магические миры,"Когда выяснилось, что Доминик представляет опасность для общества, его отправили в дальний гарнизон под странным названием ""Курорт"", где юноша надеялся отдохнуть. Но вместо этого он наткнулся на древние артефакты, которые подтолкнули его исследования дальше. И всё было бы хорошо, если бы не внезапное нападение пиратов. В то же время Семья Шиен упорно продолжает искать возможность стать Кланом. Амбиции Сандры не останавливает даже смерть будущего мужа, а её сестра работает над ""модификацией"" людей.Сможет ли Европа устоять под натиском нового оружия Африки? Что выберет Ветреная Лола: спокойную семейную жизнь или служение Империи? Как отреагируют Лукас и Мартина де Вега на ""Вирус Каррера""?Ответы на эти и другие вопросы вы найдёте в четвёртой книге приключений Доминика Каррера.P.S. Ну, вы поняли... Доминик ""отдыхает по-полной""))..."
Древо II Заговорщик,Андрей Рымин,1 183,148K,"Роман / Попаданцы в магические миры, Боевое фэнтези, Бояръ-Аниме","Когда ты весишь полтора центнера в девятнадцать лет при вполне себе среднем росте, о симпатичной подружке можно только мечтать. Да что уж там... О любой подружке. Даже о страшненькой.Но высшие силы вмешались в твою судьбу. Теперь ты красавчик: стройный, сильный, умелый – наследник могучего древнего клана. А главное – маг! Девчонки сами бросаются на шею.Но до них ли тебе? Прежний хозяин этого великолепного тела оставил в наследство целый ворох проблем. Ну а те, которыми обзавёлся ты сам, ещё хуже. Заговор, обиженная любовница, армия злопыхателей и завистников, конкуренты, враги, чудовища, отчего-то стремящиеся во что бы то не стало тебя убить. А хуже всего то, что ты НИХРЕНА не знаешь об этом мире и о парне, чью тушку ты занял. Ты не знаешь ничего и никого. А тебя – Рейсана Рэ по прозвищу ""Душегуб"" – знают все.Добро пожаловать в академию, Саня!"
Замок мага: Миррор,Иван Фаатович,467,100K,"Роман / ЛитРПГ, Фэнтези, Приключения","Коричневая трава, грибные леса, дикий магический фон и враждебно настроенные твари. Именно таков он, мир по ту сторону портала хаоса. Мир, все опасности которого мне предстоит встретить в одиночку. И как-то добраться домой..."
Дар джинна 3,Баковец Михаил,502,100K,"Роман / Попаданцы в космос, Попаданцы во времени, Боевое фэнтези","Игорь Глебов продолжает искать путь на Землю-41, чтобы исполнить клятву. И новые знания с технологиями, новые соратники и личная армия помогают ускорить поиски. Он больше не прячется и не скрывает свои силы. Имя главы компании ""Млечный путь"" гремит по всей галактике. С ним желают подружиться, его хотят использовать, у всех без исключения в планах привязать землянина к себе любым способом и ценой. Вот только молодому магу ни с кем из них не по пути."
Высокое Искусство,Игорь Николаев,353,78K,"Роман / Эпическое фэнтези, Темное фэнтези, Попаданцы в магические миры","Продолжение ""Ойкумены"", точнее часть вторая единой истории.Содержание в общем полностью описывается словами И.Кошкина: ""Почти все персонажи были на сложных щах, имели суровую судьбу (или, вернее, она имела их), тяжелое прошлое и опасное будущее."" Будет много тяжких испытаний, боли и страдания (все как мы любим, да), суровый быт городов ""осени средневековья"" и не все действующие лица доживут до финала (как будто вы сомневались).Не знаю как насчет 18+, но сцены боев, насилия и софт-эротики имеют место быть."
Не боярское дело. Одиннадцатая часть книги. Главы 70 - 80.,Богдашов Сергей,706,58K,"Роман / Альтернативная история, Героическая фантастика, Героическое фэнтези","РУССКОЕ бояръ-аниме. Всё происходит в Российской Империи, спустя два века после ядерной зимы. Согласно жанра: магия, дирижабли, князья с боярами, технофэнтези, интриги, Кланы и небольшой гарем.Боярин Олег Бережков из-за давней вражды Родов остался сиротой. Выжить, отомстить, стать новым Главой Рода и пробиться на самый верх социальной лестницы. Цель понятная и вполне выполнимая. Однако не всегда всё получается так, как хочется."
Второй шанс,Геннадий Марченко,775,176K,"Роман / Попаданцы во времени, Альтернативная история","58-летний писатель Максим Варченко засыпает в 2020-м, а просыпается... в 1977-м. Оказавшись в собственном теле 15-летнего подростка, он понимает, что получил шанс прожить свою жизнь заново. Вот только у него ни айфона, ни полученных в результате переноса суперспособностей, как у других попаданцев. Приходится рассчитывать только на себя.Отдельное спасибо за помощь Alex Pol.По многочисленным просьбам читателей решил сделать к 1-й части бесплатный доступ. Так что читайте за здоровье!"
Элита (S-T-I-K-S),Dmitriy Small,337,178K,"Роман / Боевая фантастика, Попаданцы, Фантастика","Мир Стикса опасен и непредсказуем.Тот, кто в него попал, непременно изменится. Два совершенно разных молодых человека, в разных местах и при разных обстоятельствах попадают в этот мир. Но обе эти истории с одним общим финалом..."
Мастер паутины,Дмитрий Нелин,494,71K,"Роман / Городское фэнтези, Мистика, Развитие личности","Меня зовут Сантьяго. И это моя история. И даже не одна, и даже не две. Это жесткий коктейль из моих прошлых жизней и воспоминаний. Я всегда искал настоящую магию. И я ее нашел, несмотря на то, что мне пришлось пожертвовать многим, в том числе друзьями и любимыми. Я не из тех, кто все получил на халяву. Я шел ко всему сам. Только железобетонные уверенность и намерение позволили мне стать тем, кто я есть. Да, это моя история длиной в 20 долгих лет. А поможет мне в моих поисках силы знаменитый ""Дневник сновидца""."
S-T-I-K-S. Самурай 2: Красный медведь.,Свистунов Н.,220,48K,"Роман / Приключения, Попаданцы, Фантастика","Самурай в Стиксе недавно, но уже не совсем новичок. Он успел приобрести кое-какие связи и помочь некоторым людям, но что он станет делать дальше? Чем займет себя человек с подвижной психикой и развитым чувством справедливости имеющий армейскую подготовку и внушительный боевой опыт?    Вторая часть моего романа по миру S-T-I-K-S А. Каменистого.    Первая часть здесь https://author.today/work/116837 ."
Игра не для слабых: Безродный,Мстислав Коган,990,405K,"Роман / Попаданцы в магические миры, Боевое фэнтези, ЛитРПГ","Судьба дала тебе второй шанс. Новый мир лежит у твоих ног. Суровое и беспощадное средневековье в котором всё пытается тебя убить. Междоусобная война, разоряющая сёла и города, чума, превращающая людей в кровожадных монстров, мародёры и дезертиры, рыщущие по трактам и большакам, орден фанатиков, сжигающий всех, кто обладает магическим даром. И, как будто этого было мало, на тебя открыта охота. Сможешь ли ты воспользоваться подаренной тебе возможностью? Сможешь ли выжить и разобраться в том, кто и зачем хочет тебя убить? Или станешь ещё одним, бесследно пропавшим на просторах Эйденвальда?  Придётся выложиться на полную, ведь нового шанса уже не будет."
Кобра клана Шенгай. Наследница,Марина Комарова,279,72K,"Роман / Попаданцы в магические миры, Боевое фэнтези","Оставив школу Годзэн за спиной, она ступила на новый и опасный путь.Её земли – лакомый кусок для жениха. Её соперник – шаман с тьмой в крови. Её цель – вернуть клану прежний статус.Прячь надёжнее кинжал в рукаве, Аска Шенгай. Твой брачный наряд может стать твоим саваном."
Фабрика героев,Даниэль Дакар,130,6 428,"Роман / Космическая фантастика, Боевая фантастика","Если ты появилась на свет в результате строгого генетического отбора и в двухмесячном возрасте попала в учебный центр Линий – добро пожаловать на «фабрику героев». У тебя до тридцати с гаком лет не будет ничего своего, кроме имени, да и то лишь частично.А если ты всего лишь жалкая полукровка и твоя мать допустила и сохранила не санкционированную Генетической Службой Бельтайна беременность от безвестного чужака – то попробуй-ка, докажи Линиям и всему Бельтайну, что ты не выродок.Именно эта задача и оказалась поставлена перед Мэри Александрой Гамильтон, полукровкой. Не просто оказаться достойной внимания генетиков, а стать лучшей из всех, кого когда-либо выпускали стены Звездного Корпуса. Лучшей – во всем. В физической подготовке, в скорости реакции и принятия решений, в мастерстве боевого пилота…"
Подстава книга первая,Елена Звёздная,114,15K,"Роман / Космическая фантастика, Приключения","Пойти работать в разведку? Сделано. Невыполнимое задание на далекой затерянной в космосе планете? Легко! Поставить на место зарвавшегося хама и обойти его по карьерной лестнице? Без проблем. Ведь для бывших десантников не существует понятия «невозможно».Главное, чтобы не подставил никто из своих.Мегера и ее команда разрабатывают блестящий план по похищению тайремского офицера, но что-то пошло не так и Мег вступает в опасную игру с опытным противником, ставкой в которой является она сама."
«С.Л.К.-4» Гамбит отражений,Ник Фабер,161,16K,"Роман / Космическая фантастика, Боевая фантастика, Боевик","Война никогда не бывает красивой. Это ужасное и грязное дело, в котором нет места добродетели. Путь достижения поставленных целей самым простым способом из всех возможных. Но то, что кажется нам самым простым, порой является сложнее всего."
Скверная жизнь дракона. Книга третья,Александр Костенко,125,22K,"Роман / Фэнтези, Попаданцы в магические миры, РеалРПГ","Не знаю, что произошло, кто это был и куда меня забросило. Я знаю лишь одно – мне необходимо выжить. Спасти свою бесценную чёрную шкурку и приложить все усилия, чтобы с меня её не содрали живьём.Надо выжить, спастись и найти семью – это главное."
Символы дальних дорог,Иар Эльтеррус,183,32K,"Роман / Боевое фэнтези, Попаданцы в магические миры, Попаданцы в космос","Пришло время учиться магии, и ты вынужден учиться в школе, которую терпеть не можешь, среди людей, которые тебе безразличны, ведь твой путь Странника лежит в бесконечность, а им продолжать копошиться в грязной яме под названием политика. Но ты не переносишь несправедливости, и когда видишь ее, бросаешься на помощь, даже если ее не ждут и не хотят. Такова уж твоя особенность.  И кто знает, к чему это может привести..."
Тяжесть слова,Гичко Екатерина,524,35K,Роман / Любовное фэнтези,"Когда тебя хотят выдать замуж за старого садиста, не нужно в отчаянии бежать в жуткий лес. Страх ни к чему хорошему не приводит, и ты только найдёшь ещё большие неприятности.Как я.Променять одно замужество на другое – точно не то выход, который я искала. Тем более, что новый жених – наг! Зверь неведанный и обросший страшными байками.Но даже раса жениха меркнет на фоне семейных проблем и тайн происхождения. Возможно, судьба была благосклонна ко мне, посылая на мой путь именно его. Того, кто не захочет делить меня ни с кем."
5G,Константин Чит,1 222,128K,Роман / РеалРПГ,"Правительства всех стран признали, что вместе с вакциной во время пандемии людям были установлены чипы. Через какое-то время начался процесс загрузки приложения Панацея, предназначенной для мониторинга состояния здоровья людей. Загрузка производилась через установленные в каждом населенном пункте вышки сотовой связи по стандарту 5G. Во время передачи данных, диверсии с электроснабжением вышек, а так же хакерские атаки, привели к некорректной установке данного приложения у очень большого количества населения во всех странах мира."
Переродившийся в Хьюга,lonhet,154,36K,"Роман / Фанфик, Фэнтези, Попаданцы","Франц был одним из ведущих генетиков своей страны. За свою долгую работу с правительством, он совершил множество непростительных вещей. К несчастью когда труд и мечта всей его жизни были близки к завершению, в массы просочились новости о его злодеяниях. Правительство боясь разгневанной толпы перевела все стрелки на Франца, а после и вовсе практически убила.Находясь в безвыходном положении, он применяет решение вколоть в себя еще незаконченный мутаген после чего теряет сознание."
Академия магии. Факультет дефектных магов.,Анель Святова,5,910,Повесть / Фэнтези,"Новый экспериментальный факультет открыл двери для тринадцати девушек разных сословий и королевств. Целью его простое обучение ""дефектных"" магов, но на самом деле, скрывалось совершенно другое. Кисе и ее подругам по группе придется быстро повзрослеть и ввязаться в сомнительное дело, которое не нравилось никому."
Дракон под маринадом,Аллу Сант,52,17K,"Роман / Юмористическое фэнтези, Любовное фэнтези","БЕСПЛАТНОЭлитная кулинарная академия говорите?! Только для мальчиков?! Так, я волосы обрежу и вместо девочки у нас получился мальчик. Ну почти. В помощники себе возьму прадеда призрака, только для маскировки засунем его в поварскую шляпу, пусть незаметно рекомендации даёт. И всё бы шло хорошо, если бы не один очень упрямый и чертовски высокомерный начальник, от которого мне никак не избавиться. Вот только, кажется, и у него весь шкаф забит скелетами. Так чьи секреты и тайны раскроются первыми? Мои или его? Да не волнуйтесь вы так и не надо пить успокоительное, сейчас я вам покажу, на что способна!"
Экипаж,Олег Борисов,249,20K,"Роман / Героическая фантастика, Эпическое фэнтези, Стимпанк","Они безжалостны. Они топят все, до чего могут дотянуться. Они наводят ужас на всех, кто рискнул выйти в море.Они - орки...Рассказы про доблестный и героический клыкастый экипаж."
Котики для мисс Ведьмы,Юлия Эллисон,3,478,"Роман / Любовное фэнтези, Приключения","Одно письмо из дома - и ты уже кандидатка на титул главы. Один нечаянный поход на крышу - и около тебя уже крутится симпатичный котик. Одно испытание - и твоя заклятая противница рвет на голове волосы от досады. А ты… А я просто обычная ведьмочка, что отчаянно желает быть счастливой!"
Мама для отказников. Берег надежды,Анна Дант,81,18K,"Роман / Попаданцы в магические миры, Любовное фэнтези, Фэнтези","Сироты, брошенные на произвол судьбы, стали мне родными. И я счастлива быть мамой каждому из них, но получение официального статуса управляющей приютом принесло проблемы. Коррупция, нехватка средств, проверки… А главное, прямой приказ короля: “Приют должен стать лучшим во всём королевстве!”. Не справиться - означает сдаться, а я не могу подвести детей. И я справлюсь!Только что делать, когда у одной из воспитанниц просыпается магия предсказания? И как быть, когда пятилетняя девочка предсказывает страшные вещи?"
Пять невест и одна демоница,Карина Демина,619,81K,"Роман / Любовное фэнтези, Попаданцы в магические миры, Юмористическое фэнтези","Живешь себе, живешь, а потом раз и соглашаешься помочь старому другу. Кто бы знал, чем эта помощь закончится! Выдернули в другой мир. Демоницей обозвали. Да еще и поручили отыскать подходящую невесту местному Повелителю Тьмы. А то сам он, бедолажный, никак не справляется. Оно и понятно, женитьба - дело сложное. Вот и придется Жорке заняться, что невестами, что Повелителем, что древним Замком, у которого тоже характер имеется. И тайны.Смертельные.А кто сказал, что демона нельзя убить?"
Мир магии,Дмитрий Вал,46,14K,"Роман / Фанфик, Эпическое фэнтези","Альтернативная Земля, на которой есть магия и магические рода. В этом мире родился мальчик Гарри Поттер, не герой пророчества, но потомственный маг... Только он не один в своём теле"
Хроники демонического ремесленника. Кузнец. Том IV.,Тайниковский,381,34K,"Роман / Попаданцы в магические миры, Фэнтези, Боевое фэнтези","Цикл повествует о приключениях демонического князя, который проиграв войну ангелам, и будучи убитым, попал в тело подростка. Будучи Великим Еретическим Артефакториархом, он получил толику своих бывших сил, и благодаря своей магии, может получать особый ресурс, добываемый из монстров - духовную руду. Что такое ""духовная руда"", какими свойствами она обладает, и какие приключения ждут демона в новом мире - все это мы сможете узнать прочитав цикл ""Хроники демонического ремесленника"" - Кузнец. Продолжение третьего тома."
Самый страшный зверь,Артем Каменистый,678,92K,"Роман / Боевая фантастика, Приключения, Фэнтези","Мирное поселение изгоев, скрывающееся меж двух миров. Один - обитаемый, раздираемый кровавыми противоречиями, там им не место. Второй - гораздо хуже. И загадочный Зверь, что бродит по округе, одновременно пугая и не подпуская тварей похуже.Как долго могло продлиться столь странное сосуществование? Ответ теперь не узнать, потому что пришли особые звери. Те, кому нужны не только бесценные артефакты, но и жизни. Все жизни.Вот только они не учли, что в этих краях водятся звери куда пострашнее."
Запретная магия I том,Корсуньский Ростислав,188,40K,"Роман / Попаданцы, Фэнтези, Боевое фэнтези","Мир магии, мир волшебства. Алексей вернулся в эту Вселенную, чтобы продолжить обучение. Но здесь его поджидают неприятности: исчезла Тиа, император лишил его дворянского титула в угоду своим амбициям, снова проявил себя старый враг, появился новый. И лишь ректор академии пока еще благоволит ему. Узнав об исчезновении своей любимой дриады, он отправляется на ее поиски. Но перед этим произошло еще два знаменательных события…"
Закон Долга. С востока на запад,Гюрза Левантская,45,3 021,"Роман / Эпическое фэнтези, Попаданцы в магические миры","Рахидэтель - страна контрастов . На её землях нашлось место и возвышенным культурам, и полудиким племенам. Ире, соскучившейся по дому, ближе сердцу большой город, но так ли он гостеприимен? Где найдётся больше отзывчивости - под сводами дворцов или в лесах, среди аборигенов, поклоняющихся существу, далёкому от цивилизации? Разбираться предстоит во время стремительного путешествия с востока на запад."
Леонхард фон Линдендорф и фон дер Марк,Корнеев Юрий,149,20K,"Роман / Альтернативная история, Попаданцы во времени","Турист из России, бездельничающий в Германии в 2016 году, неизвестно каким образом оказывается вдруг в XIV веке в теле юного барона. Правда, барон ранен и его собираются добить, а замок разграбить и сжечь, но главное - он все-таки жив. Но обошлось, выкрутился. Так и пошло: жизнь подбрасывает постоянно зубодробительные подарки, а он выкручивается и не без прибыли для себя."
Вне рамок приличия. Друг моего сына,София Устинова,2,432,"Роман / Современный любовный роман, Романтическая эротика, Любовные романы","Я перепутал её с одной из фанаток, жаждущих моего внимания. Повёл себя как полный кретин с необузданным либидо, а потом... потом уже было поздно останавливаться.Руслан один из лучших нападающих своей команды. И как привык штурмовать ворота, врываясь в штрафную зону соперника, так и протаранил мою жизнь...Вот только у его отца на меня большие планы, и он ни перед чем не остановится, желая меня заполучить!"
Законы стаи,Полина Ром,10,239,"Роман / Попаданцы во времени, Историческое фэнтези, Любовное фэнтези","Новая жизнь -- замечательный подарок судьбы!Молодость, здоровье, приличная внешность! Что еще можно пожелать?Только, как быть, если местные законы тебе не нравятся? Подчиниться, прогнуться и жить так, как все, не высовываясь? Или, все же, попробовать что-то другое?ЧерновикПОДПИСКАВыкладка 2 раза в неделю -- вторник, пятница."
Звездные рубежи,Моключенко Виктор,4,254,"Повесть / Космическая фантастика, Социальная фантастика, Научная фантастика","И раз уж зашла речь об этом, то не пора ли нам снова выйти к звездам? Ибо время бесед прошло, настало время дел – пора осваивать Звездные Рубежи…"
Ярмарка разврата. Предложение для тонких ценителей,Rawr,8,824,"Роман / Бояръ-Аниме, Попаданцы в магические миры, Эротическое фэнтези","Что делать, если на экзамене тебе достался билет ответов на который ты попросту не знаешь? Что угодно, только не проси помощи у высших сил. Ведь раз в год и палка стреляет!Что делать, если трус, девственник и лжец превращается в подлеца, распутника и просто отличного человека? Развлекать высшие силы, переместившие заячью душу в тело коварного лиса!"
Палач Императора,Александр Кипчаков,281,32K,"Роман / Фантастика, Фанфик","С недавних пор на просторах ДДГ оказались десятки попаданцев. К сожалению, отечественные фикрайтеры обошли стороной период Галактической Гражданской Войны. Итак, сие есть книга с несколько нестандартным попаданием в... самого Дарта Вейдера. Герою придется принять чью-то сторону, ведь Галактика на пороге гражданской войны. И более того - грядёт вторжение юужань-вонгов. Но если в фильмах абсолютно ясно, где герои, а где злодеи, то ""по эту сторону экрана"" события выглядят не столь однозначно."
Проблема для дракона,Татьяна Иванова,4,2 327,"Роман / Юмористическое фэнтези, Любовное фэнтези, Попаданцы","Черную полосу в своей жизни Мила и не думала воспринимать всерьез. Проигранные соревнования - не беда! На работе полный кавардак - справимся! Все укатили на корпоратив в Сочи, а ты красишь заборы на даче бигбосса - раз плюнуть!Но кто бы мог подумать, что поход к гадалке обернется не просто попаданством, а проблемой.Большой проблемой для... дракона.Нас ждут:#юмор#приключения#дракон с манией величия#попаданка, эту манию готовая вылечитьну и, собственно #Большая проблема для дракона"
Наруто - Другой План,Skylen,230,21K,"Роман / Попаданцы, Эротический фанфик, Фанфик","Во время побега Саске Учиха из Конохи вместе с Пятёркой Звука, Наруто погибает от удара Чидори своего ""друга"" в Долине Завершения. Но, прежде чем история закончится на данной ноте, место поверженного Наруто Узумаки, главного героя этого мира, занимает душа из современного мира, который приходился обычным парнем с грубой и эгоистичной личностью."
